Id,Label,d20,d13,d12,d11,d10,d9,d8,d7,d6,d5,d4,d3,d2,d1
1275560335458668545,unicorn_ziz,3293,1329,0,0,93,42,28,877.259,248,64,9,17,16,51
1275562434166693891,alila_1989,1,162,0,0.154,1137,1038,55,877.261,81222,10,4,1016,18,99
1275643571555663875,Abbasfathi_ir,3294,1330,0,0,14,1,9,877.003,89,208,0,1,0,13
1275696245995118593,Lego_Haroshi,1,2591,1,0.309,5257,5101,42,876.817,142771,4939,57,4739,305,156
1275903555577229314,tabare_kashan,576,2140,0,0,180,160,24,876.217,339,960,0,160,0,20
1275927719868600320,Yekta1t,1,337,0,0,290,239,61,876.245,65215,801,25,201,13,51
1275959619811028992,Zohreh_8231,1,1270,0,0,959,946,39,876.155,45702,127,0,942,4,13
1276068008344125440,newusernamehrak,1,1270,0,0.574,3412,3374,48,875.858,104401,437,8,3349,17,38
1276112465600929792,bungeegumbabee,245,162,0,0.046,1027,813,63,875.74,31245,374,45,720,48,214
1276127508337963009,LNokhod,10,162,0,0.15,3079,2847,61,875.694,113247,2065,35,2661,151,232
1276229810709291008,mim7th,1,162,0,0,131,63,53,875.385,6265,425,4,33,26,68
1276298805009362944,rnltus,4,1270,0,0,382,342,37,874.882,8891,985,0,270,72,40
1276370121049735168,_sarah_rad,1,1270,0,0.269,1438,1355,27,874.979,113777,337,25,1278,52,83
1276426478595473410,tjavadi31,73,199,0,0,234,59,63,874.877,34892,5195,21,26,12,175
1276465333600165888,bazingagotyall,4,1270,0,0.224,1919,1296,56,874.695,32759,123,21,1216,59,623
1276490855529021440,zajrosaltaneh,16,162,0,0.129,1628,1537,59,874.699,62348,48,1,1517,19,91
1276491091970347008,doozdemooz,1,1270,0,0,107,45,34,874.679,3863,1328,4,9,32,62
1276524444161323008,little_wolfii,3,2591,0,0.174,1176,758,36,874.598,18561,2685,72,584,102,418
1276532495064891395,Mina_HLT,1,1270,0,0.172,1736,1533,38,874.579,126823,1674,4,1443,86,203
1276536915056119809,pooyababoli,1,1270,0,0.009,244,65,58,874.572,2116,2535,17,39,9,179
1276554492817833985,Ro_twitw,53,1270,0,0,241,190,47,874.521,11267,1789,20,150,20,51
1276554627299905538,fizzyglitch,4,1270,0,0.282,3013,2948,55,874.469,85101,3275,45,2727,176,65
1276595596590223361,HashtMars,436,337,0,0,66,1,54,874.41,1141,935,0,0,1,65
1276613019406082048,parli731,1,162,0,0.041,1248,1029,64,874.362,37078,690,45,747,237,219
1276661365206323200,sqrmix,1,1270,0,0,809,776,45,874.22,64642,1011,1,672,103,33
1276673629737156617,pjmtarte,1,1270,0,0,99,85,27,874.16,93819,2971,14,69,2,14
1276836893687152643,MisAvellanas,4,1270,0,0,384,330,40,873.736,8175,762,5,303,22,54
1276842806494068736,saraaiswitwrn,6,1270,0,0.292,2420,2416,36,873.708,23479,568,0,2267,149,4
1276907681849040896,22Guided,1,1270,0,0.157,1128,1008,28,873.377,18026,1790,10,858,140,120
1277019767199711233,tantorugojo,2,2591,0,0,220,159,24,873.22,6937,674,2,86,71,61
1277143041157914626,sh_fakhr,1,337,0,0.115,2500,2298,54,872.896,27885,220,17,2268,13,202
1277205065414123520,RdAzadi,12,1966,0,0.226,562,474,57,872.728,152941,6407,1,183,290,88
1277220269774471169,youngpaciino,32,1270,0,0.023,392,125,52,872.551,4000,612,8,19,98,267
1277320618636083200,AbbasSoltanpoor,12,1966,0,0,192,175,46,872.401,4355,16420,0,173,2,17
1277324770749472768,Anabele_malos,1,162,0,0.071,938,735,59,872.395,29230,3036,1,700,34,203
1277330706960613376,63Anamariiiiyaa,22,1966,0,0,401,392,41,871.673,22854,43894,2,256,134,9
1277503796889952256,dreamersideofme,3295,1331,0,0,160,120,42,871.688,655,13629,2,108,10,40
1277508124019130368,xiananalu,4,1270,0,0.056,811,652,50,871.872,18770,1378,6,436,210,159
1277572100702830597,Mario96739800,19,810,0,0,96,96,20,870.646,1093,45,3,1,92,0
1277599678297542662,2szbxagovc2fgj,1,162,0,0,4264,4180,59,871.639,61272,1309,417,2232,1531,84
1277600239357050884,Zindagi_Media,101,970,0,0,31,1,19,871.584,1111,133,1,0,0,30
1277606703513681921,Blue_Leily,14,1966,0,0.073,529,366,63,871.617,31846,6947,1,150,215,163
1277634103295295489,AMarfavr,1,162,0,0.355,15210,15021,56,871.409,390224,372,81,14666,274,189
1277664606710902786,ElhamMasoumzad1,1,162,0,0,99,47,40,871.457,18429,1964,11,20,16,52
1277697326300008449,hsmbeig,1,1270,0,0.248,4265,4020,62,871.367,146463,4978,0,3912,108,245
1277717555440910341,joharetofshode,1,162,0,0,279,215,23,871.28,43127,268,3,206,6,64
1277734760689926144,Sargardon4,26,1768,0,0,99,87,24,871.244,754,1134,30,42,15,12
1277749784112181248,siriusblacknist,178,337,0,0.202,2405,1828,60,871.216,16605,557,76,802,950,577
1277814799515160578,Nyaayesh,65,1270,0,0.039,794,554,46,871.026,150878,14359,9,223,322,240
1277824306521784325,Soheila_Noori,3296,1332,0,0,39,16,16,870.484,1878,2461,4,1,11,23
1277880683722129408,Dimomid1,1,162,0,0.223,2272,2181,46,870.437,19372,56,47,2049,85,91
1277979281574920198,_Taaghi_,1,162,0,0.036,707,488,58,870.517,43177,1248,35,301,152,219
1278002553633083392,scabbedwiings,1,162,0,0.03,661,625,61,870.525,8108,145,54,543,28,36
1278002953559965698,Ryhnh82,1,162,0,0,267,213,35,870.518,32905,506,15,142,56,54
1278052496750055430,tadvinor,45,1270,0,0.006,138,43,49,870.355,8967,4676,1,2,40,95
1278206506291396613,Theequilibrist7,3297,1333,0,0,28,13,21,869.748,207,38,10,2,1,15
1278211768515518465,Maryam_l_,1,1270,1,0.172,1191,1095,23,869.875,3821,482,3,793,299,96
1278233957805494281,salman_mkr,1,162,0,0.187,1359,1235,36,869.87,98114,2069,29,1203,3,124
1278288921714139136,Redwinchster,1,162,0,0,14409,13493,61,869.729,290455,6862,18,13060,415,916
1278461452995530752,Afsaneh28656402,3,2591,1,0.699,4118,3981,39,869.159,39470,3606,44,3923,14,137
1278467141155651584,Banafsh1929,1,1270,0,0.179,2507,2201,63,869.243,279480,5329,4,2159,38,306
1278548822961119233,leesaranho,17,162,0,0.266,17001,15719,59,869.001,247060,712,189,14202,1328,1282
1278551792276647937,blue_boyam,1,1270,0,0.034,592,154,61,869.008,332605,14558,2,123,29,438
1278595813287948289,mrnobody_2712,1,162,0,0,1092,1037,55,868.882,68616,4088,5,1019,13,55
1278626938601553922,mabeforfree,1,1270,0,0.224,5706,5596,57,868.702,112025,1386,7,4785,804,110
1278633677573033989,ne99ar,3298,1334,0,0,122,104,18,868.684,21183,2784,4,66,34,18
1278651866298159106,sheidavadizadeh,1,1270,0,0,1032,797,52,868.701,41076,1829,12,748,37,235
1278687119008038913,ahsaneie,3286,1335,0,0,53,29,25,868.619,129,141,0,24,5,24
1278724345162985473,panahlvi,61,1966,0,0,151,95,37,867.892,3094,720,4,73,18,56
1278768046828654592,pyml_uow,20,337,0,0.282,5194,4987,61,868.407,100901,424,155,4547,285,207
1278769155190263809,nakoja0_0,1,337,0,0.068,1172,1042,62,868.412,62356,849,33,944,65,130
1278774208940724225,ferferoosh,58,1270,0,0,611,577,29,868.262,43010,2432,0,547,30,34
1278835354695598081,Naaji59,3300,1336,0,0,81,64,23,868.057,904,773,0,61,3,17
1278903933088522240,Ash51517680,1,162,0,0.336,3146,3097,58,868.006,56968,5007,71,2838,188,49
1278930644668575745,Dadrhemm,1,1270,0,0.013,151,19,56,867.864,360444,10216,4,13,2,132
1278948422662397956,noodelsafe,1,162,0,0.085,1129,1082,59,867.898,43724,57,97,966,19,47
1278967993536520192,biohazardll,637,1966,0,0,132,55,46,867.855,385,838,15,18,22,77
1279024662090039302,Mahdi_Rozbahani,1,162,0,0,100,35,46,867.707,9108,1619,10,25,0,65
1279034688099758080,MBazmara1359,18,2395,0,0,378,359,50,867.671,2712,5244,2,340,17,19
1279094113791545347,Sepehr_khaste,1,337,0,0,279,217,58,867.483,1195,299,14,183,20,62
1279097105894854658,SrwaZand,1,199,0,0.026,795,81,63,867.504,63242,2526,16,50,15,714
1279104188149096453,lilac_3102,1,337,0,0.071,225,95,36,867.48,286,70,0,93,2,130
1279157679819235328,DrZamen,73,337,0,0.068,1101,933,62,867.332,42085,2075,56,841,36,168
1279337589481209857,SILVEER_T_0_,3,2591,0,0.569,2508,2055,51,866.672,35381,5066,8,2026,21,453
1279364259839913985,thetruejonsnow,3301,1337,0,0,60,21,28,866.736,1480,1840,1,5,15,39
1279367525860548610,khajeh_tajdar,1,162,0,0.061,493,298,59,866.761,37551,5368,4,288,6,195
1279407284574093312,mahenoghre,5,810,0,0.032,550,351,62,866.651,75373,3028,31,249,71,199
1279445777216135169,fatmm1485,551,2591,0,0.09,332,246,21,866.525,4743,1892,6,207,33,86
1279461036089700357,Hasan71029732,1,162,0,0.275,5319,5159,63,866.5,302810,142,339,4704,116,160
1279474022305148929,Azadevasharif,5,810,0,0.224,3041,2618,63,866.467,659358,27639,20,2595,3,423
1279485256068890624,Lautaro_1660,430,337,0,0.009,129,121,21,866.334,84,28,25,94,2,8
1279519370595708928,ItsAnotherWish,1,162,0,0,348,309,57,866.339,89512,1095,6,296,7,39
1279685412718600193,SKZstoriess,1,1270,0,0,3494,3447,57,865.864,32719,1161,17,3388,42,47
1279693786478718977,angoshtk,1,1966,0,0,624,511,28,865.858,44038,17991,2,509,0,113
1279699543823732736,Saeed56039147,45,162,0,0.013,482,458,47,865.628,926,435,1,120,337,24
1279766868170072066,Aseyed79,18,2395,0,0,588,578,56,865.659,6833,9425,2,561,15,10
1279845785207783430,Ho3yn_d,413,1966,0,0,163,121,53,865.418,711,1402,2,119,0,42
1279871405736288261,yourgirlseta,1,1270,0,0.032,173,75,11,865.317,7294,4892,5,68,2,98
1279895163297554432,_maryam__m__h_,9,337,0,0,56,36,26,865.297,1793,134,2,32,2,20
1279915936301092864,zamanbabaei,11,1966,0,0,275,131,58,865.244,3414,1478,11,96,24,144
1280039916081164289,Vehidmuhemedi,3302,1338,0,0,191,113,44,864.905,33,28,11,94,8,78
1280058921152057344,pouria_bkhtiari,3303,1339,0,0,48,9,15,864.845,3250,2987,4,1,4,39
1280065811416330240,yekadadtaji,1,162,0,0.454,7774,7435,60,864.815,418580,2239,45,7225,165,339
1280093156990738432,Mohiysky,141,1270,0,0,2822,2632,60,864.724,59741,435,15,2541,76,190
1280093214934851585,withyye,1,162,0,0,293,246,20,864.755,14216,570,1,244,1,47
1280145303199514624,lilyEriksen666,1,337,0,0.067,1962,1639,62,864.607,97952,280,46,1487,106,323
1280174017002045442,forlifefreedom,9,337,0,0.021,226,80,53,864.527,16787,938,18,20,42,146
1280189273765896192,Jayb__got7_gle,17,162,1,0.194,6041,5617,62,864.485,187655,2544,97,5252,268,424
1280201804316315651,Nesrin1396,73,199,0,0,306,203,51,864.451,3891,419,16,145,42,103
1280249935804329985,saya14125040,1,162,0,0.316,5877,5795,52,864.019,103375,177,114,5467,214,82
1280250731262607362,SarBaze_Ali_69,576,2140,0,0,199,169,26,864.221,616,829,0,169,0,30
1280384383271174145,shoonrhem,3304,1340,0,0,23,10,21,863.818,19186,4544,1,9,0,13
1280411829861339136,begoodtho,1,1270,0,0.093,932,747,50,863.744,78002,430,32,689,26,185
1280503155571281921,Vanya61829293,1,162,0,0.123,1812,1091,64,863.627,20973,156,67,654,370,721
1280547850804498434,BetterCallATM,1,337,0,0.04,722,632,60,863.496,30294,348,47,544,41,90
1280590262843179010,Gandomizadi,18,2395,0,0,48,26,46,863.312,25597,17993,0,8,18,22
1280595721905995781,M_bozorg_,1,337,0,0.195,916,846,33,863.352,48737,1078,2,821,23,70
1280715907124387840,DFTurkmensahra,649,2541,0,0,112,64,40,862.987,3359,509,12,34,18,48
1280768377754189825,itsssahel,1,1270,0,0,1081,1019,55,862.876,34298,1081,1,966,52,62
1280793667490308097,dynasrimaio,9,337,0,0.175,3219,3185,63,862.823,108570,203,69,3073,43,34
1280814947090522112,saeedkalantarri,1,1270,0,0.068,468,100,59,862.759,67775,6699,0,4,96,368
1280833359514669061,avlakow,1,337,0,0.107,3105,2958,63,862.713,163814,1691,30,2819,109,147
1280837967364321280,Naarin18,20,337,0,0.204,2832,2629,57,862.601,76927,247,111,2265,253,203
1280840483665666048,TAFAKKAROOOOOOO,1,199,0,0,1657,1582,62,862.695,23142,1585,1,1436,145,75
1280853964838375424,jkixve,197,2591,0,0.102,801,518,58,862.606,20483,164,6,506,6,283
1280858557760573441,Idisan_sl,32,1270,0,0.056,302,257,27,861.843,2543,1742,2,115,140,45
1280864630433370114,StellaMortua,6,1270,0,0.39,2820,2771,44,862.61,62805,292,9,2278,484,49
1280874199557591040,diako13820528,1,162,0,0.066,905,867,48,862.256,36125,620,6,667,194,38
1280908515230584833,__Rainbow13__,6,1270,0,0.127,1070,965,40,862.455,77364,525,7,869,89,105
1280942333287190544,_callbs_,1,162,0,0.019,311,193,57,862.396,32035,1827,17,166,10,118
1280989520050225155,Sogolismenow,1,1270,0,0.374,2790,2642,43,862.277,104788,685,9,2568,65,148
1281076316066869251,Kourosh_TechArt,9,337,0,0.01,481,395,62,862.043,4626,488,68,286,41,86
1281117997025898496,fartoooot,1,1270,0,0.023,715,310,46,861.464,72241,2884,17,246,47,405
1281120154953420800,ZorbaIrani_,58,162,0,0,116,38,45,861.922,671,1306,1,30,7,78
1281168945945460738,Asdolla_Mirzaa,1,337,0,0.096,450,379,51,861.787,505,298,61,272,46,71
1281201819469873155,hogward_leviosa,1,162,0,0,251,197,47,861.696,61134,324,18,151,28,54
1281207919841890304,vahidkm86,1,162,0,0.03,554,381,55,861.674,20625,5838,48,315,18,173
1281216309150302208,kpoperElina,3,2591,0,0.132,1658,1256,54,861.521,133912,5597,29,984,243,402
1281218426556411904,HumanityPeak,8,199,0,0.413,1875,1796,48,861.65,21113,703,21,1756,19,79
1281220699374465024,_parniyan_li,3305,1341,0,0,142,88,42,861.593,1263,1333,15,26,47,54
1281260556998115328,dani17302,18,2395,0,0,65,47,10,861.537,14934,10715,0,41,6,18
1281297836362080265,bahar49920602,8,199,0,0,81,42,7,861.332,771,30,5,37,0,39
1281348646336892928,AyaziKamran,5,810,0,0,153,125,54,861.291,13206,4843,29,73,23,28
1281394749082161155,Hdsmulti,3,2591,0,0.234,866,806,36,861.132,14084,989,35,594,177,60
1281458082548260864,_melche,347,337,0,0.062,739,572,60,860.984,29734,195,27,532,13,167
1281462534596227073,BigRick_Sanchez,56,1270,0,0.026,949,851,55,860.808,68602,2865,14,222,615,98
1281581819926925313,Dani35338676,1,162,0,0.284,8948,8736,58,860.597,261885,227,259,7241,1236,212
1281673464609411074,MGodOfTheSea,2,2591,1,0.426,1251,1160,42,860.344,41725,4149,15,1127,18,91
1281714741493325824,DarkHydrobon,1,162,0,0.072,2152,1411,60,860.284,16067,761,93,1064,254,741
1281716657229041664,LeoCloudSar,3,2591,0,0.14,3497,3180,56,860.204,184996,2055,15,1676,1489,317
1281906926004183042,emilylafonde,3306,1342,0,0,127,77,39,859.746,49,28,1,71,5,50
1281917247221641218,itcbie,23,1270,0,0,244,200,24,859.671,2276,347,6,164,30,44
1281996752095186948,mra00911,3307,1343,0,0,43,23,30,859.471,423,1513,0,21,2,20
1282010129282588677,axzyin,3308,1344,0,0,76,36,45,859.449,576,294,9,25,2,40
1282069608334327808,Call_Me__Karen,1,337,0,0,277,265,48,859.27,1062,23,10,249,6,12
1282071220322816007,BmZyna,1,1270,0,0.043,2238,1087,59,859.247,557409,8157,17,539,531,1151
1282133040831950849,Banafshehnhi,9,337,0,0.025,276,103,64,859.129,211823,11514,54,28,21,173
1282263194019549185,shiriinpanahi,18,2395,0,0,123,93,34,858.77,3677,6143,1,89,3,30
1282285017385795586,fkarimiiii,1,1270,0,0.137,563,470,45,858.494,51859,1322,6,415,49,93
1282304055604322304,nilpar6565,3309,1345,0,0,117,56,46,858.65,1070,324,18,35,3,61
1282352041512382464,kokomiGI_,4,1270,0,0.19,3112,3023,57,858.506,53742,340,35,2764,224,89
1282357204234809344,Samoamini,3310,1346,0,0,262,255,38,858.375,129729,1278,1,208,46,7
1282392930582495234,Mahilapy,840,162,0,0,284,244,48,858.404,14683,3041,7,229,8,40
1282454372887212037,mighat679,1,337,0,0,4213,4133,48,858.239,265247,1055,5,4122,6,80
1282468224647430145,Asadpanbeh,3311,1347,0,0,11,2,12,858.17,424,1314,0,2,0,9
1282561191148228615,asayeshhh1998,35,162,0,0,936,892,64,857.948,10182,9733,0,875,17,44
1282594960160825347,PanahiRafiq,1,337,0,0.011,952,2,64,857.855,805389,6218,0,2,0,950
1282655139401207808,18TROUBLE18,1,162,0,0.29,4197,4087,64,857.689,82809,1268,36,4004,47,110
1282765202497384449,Selfishgens,12,1270,0,0,101,44,35,857.382,5133,12659,1,41,2,57
1282801695857180679,pishi_kochak,12,1966,0,0.08,370,266,54,857.265,56238,17725,0,210,56,104
1282972552155942912,cryptic7878,1,1270,0,0.102,1098,928,51,856.805,65919,1786,13,844,71,170
1283039968856875010,Azardokht_55,1,162,0,0.057,658,568,57,856.624,26619,415,20,530,18,90
1283061379017170944,tiiinnnaaam,3325,1348,0,0,102,42,53,856.565,10068,1586,8,34,0,60
1283064033030082562,ranginkaman1399,1,162,0,0.265,5863,5726,62,856.558,171581,754,26,5435,265,137
1283072104057966593,Amir_A66as,1,1270,0,0,680,634,48,856.436,62788,601,23,547,64,46
1283076165973020673,NIACHRT,842,337,0,0,5,0,10,856.519,160,245,0,0,0,5
1283092730839801858,Arvin_Hastam,1,162,0,0.611,13959,13919,63,856.477,234088,20,233,13609,77,40
1283103496590458881,trbfghjlpdnsbx,672,337,0,0,188,148,11,856.444,9536,5156,2,143,3,40
1283103805605924864,allinonekey_,1,337,0,0.188,3625,3607,59,856.443,185556,75,1,3500,106,18
1283108635690831873,Maximus0382,3365,1349,0,0,59,15,11,856.403,271,15,0,10,5,44
1283109539026477056,teneske,4,1270,0,0.385,2796,2654,41,856.332,83525,818,38,2243,373,142
1283110950946709505,kQKUGN6zumB4SdP,1,337,0,0,519,496,41,856.412,7248,56,10,457,29,23
1283112289412030476,AtiChoopani,1,337,0,0.036,572,470,57,856.393,28248,380,42,379,49,102
1283113134324985856,h_diia,3,2591,0,0.098,716,627,47,856.403,41147,1065,11,567,49,89
1283117984089690113,nemomenovit,1,1270,0,0,224,177,56,856.409,93807,147,3,165,9,47
1283119032900739072,Sawrina1,12,1966,0,0,250,211,48,856.401,15325,10424,1,205,5,39
1283120764204601345,NotAnExpert___,9,337,0,0.041,1042,841,64,856.404,194555,18912,167,605,69,201
1283122472922030080,Fatemefar1,438,1270,0,0,151,80,49,856.391,583,104,10,65,5,71
1283128061043539974,_haanie_,1,337,0,0.076,524,479,48,856.364,16897,464,30,440,9,45
1283128174168215555,farvnsh,122,1270,0,0.491,2672,2623,21,856.349,98763,483,11,2554,58,49
1283131637094547456,_smakta,1,1270,0,0.569,7761,7542,62,856.371,378403,8204,1,7540,1,219
1283131930490347524,sbleud,4,1270,0,0,112,81,30,856.026,6139,139,0,76,5,31
1283136340620525570,NewIDorSTH,553,1270,0,0.07,545,410,47,856.286,33283,1131,33,343,34,135
1283139557047795713,khodesepid,1,1270,0,0.036,2307,827,56,856.278,3225780,28252,12,607,208,1480
1283140760888541187,AlahwaziHassan,3366,1350,0,0,107,0,49,856.246,1900,966,0,0,0,107
1283140993957728257,17Javaher,1,162,0,0,77,22,45,856.338,838,692,0,19,3,55
1283147508051521537,sareeh__,1,337,0,0.013,247,104,62,856.322,624018,11453,1,93,10,143
1283150352640958464,lildumbird,245,162,0,0,212,203,34,856.269,293,67,2,193,8,9
1283152671554371591,Yazdaanam,1,337,0,0.061,299,174,42,856.308,52823,483,3,169,2,125
1283153881116094464,callmeLeili_,21,1270,0,0.099,664,460,36,855.926,51353,1228,33,321,106,204
1283155658280275968,lfwtmel,1,162,0,0.145,1075,1007,43,856.304,22268,2931,0,377,630,68
1283157714470830082,Ana__1370,3367,1351,0,0.209,385,116,8,856.248,90,73,0,96,20,269
1283158463795744769,astrophile7E,2,2591,0,0,714,611,60,856.292,24127,3719,10,479,122,103
1283161064822235144,kim_or_im,3,2591,0,0.115,218,68,52,856.218,3627,75,0,60,8,150
1283164642722938880,pieceofshivid,1,1270,0,0.053,572,135,61,856.275,52547,362,23,70,42,437
1283164834226417664,MrSalvadorMag,1,1270,0,0,961,910,54,856.229,85553,224,0,887,23,51
1283164842631798784,khodamamparsa,3368,1352,0,0.022,188,87,58,856.28,1843,169,32,7,48,101
1283165933293514752,Amee_thyst,1,162,0,0.178,11436,11162,59,856.225,348058,1572,64,10392,706,274
1283166766496178184,mahbube39410777,1,162,0,0.273,4748,4689,56,856.175,237589,525,5,4588,96,59
1283166894896361472,negaricism,1,1270,0,0.312,2549,2131,49,856.014,39751,471,1,1819,311,418
1283176068443189248,nejuorr,658,1542,0,0.023,206,74,30,856.243,3310,7990,2,68,4,132
1283178246566281218,96Maryami96,48,1966,0,0.002,222,113,54,856.242,1180,1791,0,18,95,109
1283182318690152448,Ng11244244,11,1966,0,0.123,1212,1052,59,856.2,43705,1534,28,995,29,160
1283183292846678016,knownasdolce,1,337,0,0.115,1430,1385,58,856.223,89345,313,123,1207,55,45
1283192875791134726,Maryam_2020__,3369,1353,0,0,18,6,17,855.942,157,20,0,5,1,12
1283198991669383170,ixfateme7,93,337,0,0,169,100,38,856.185,2118,20265,0,92,8,69
1283221442516090881,iamlongnight,3370,1354,0,0.022,91,25,18,856.024,3931,151,0,18,7,66
1283232715546882048,Al92243468,1,162,0,0.427,5666,5655,51,856.075,167347,16,342,5133,180,11
1283235595788197888,imreza00,17,162,0,0.033,252,144,38,855.871,5912,269,0,48,96,108
1283249761995362305,se_hich,10,1966,0,0.037,570,348,61,856.045,60696,12431,5,342,1,222
1283259095584174082,farenniba,14,162,0,0.017,506,408,62,856.014,32992,1108,5,336,67,98
1283262412498632704,Mahshadd_d,14,1270,0,0.058,224,144,38,856.01,5731,2017,7,134,3,80
1283272023666565121,Basilleavesmayb,1,1270,0,0.256,3643,3517,57,855.912,161356,1247,38,3465,14,126
1283288394777464833,Lawntic,1,1270,0,0.015,387,212,42,855.298,15185,1282,6,89,117,175
1283291592204271616,majid_238,166,1270,0,0.054,368,255,45,855.83,1309,819,3,120,132,113
1283296136737030145,imasherlocked_,6,1270,0,0.171,3185,2664,36,855.845,51767,812,93,2388,183,521
1283299131667218432,emamzamanhastam,1,1270,0,0,18,0,16,855.904,1699,1079,0,0,0,18
1283311060817149953,theduur,490,162,0,0,262,208,36,855.777,30212,211,7,182,19,54
1283311201200549888,Sepiiiideeee,1,337,0,0.049,914,449,52,855.875,47763,981,77,321,51,465
1283313056001523712,madnessSays,3371,1355,0,0.047,236,139,33,855.865,26360,284,1,68,70,97
1283315672903299079,Javanehtwt,1,162,0,0.068,693,594,60,855.863,38595,383,6,558,30,99
1283321039951482881,Hakim62880888,1,162,0,0.069,1912,1858,61,855.851,19454,1341,30,1799,29,54
1283327638082387975,negaaaaram,1,1270,0,0,260,211,46,855.731,13126,226,1,205,5,49
1283328712046456832,thewitchpointed,1,337,0,0,376,335,55,855.827,28703,131,16,305,14,41
1283330468247736321,donyamasiha,36,337,0,0.027,125,46,49,855.751,12357,952,10,8,28,79
1283332425133830144,sokotesardzaman,1,1270,0,0.132,406,273,26,855.786,77168,1066,15,230,28,133
1283333544396324864,_liveindarkness,31,2591,0,0.035,896,754,43,855.713,20414,1899,15,209,530,142
1283334924552925185,rohamlak,3372,1356,0,0,31,9,17,855.793,785,331,3,6,0,22
1283336252549455875,ShirazYouth,513,1270,0,0,67,44,21,855.79,1189,880,1,18,25,23
1283336364398870530,sayna94716597,1,1270,0,0.225,1135,1113,36,855.707,31921,928,6,832,275,22
1283337547075198982,itwasmadeforus,2,2591,0,0.005,135,45,27,855.67,13446,826,2,18,25,90
1283337631309455360,Khastehazhameh,1,162,0,0.025,1013,675,63,855.805,34295,3578,159,176,340,338
1283341195897430016,the_badworld,1,162,0,0.041,274,185,37,855.533,2306,311,2,104,79,89
1283342024234668033,the_haanii,3373,1357,0,0,145,121,49,855.774,8269,262,2,83,36,24
1283347077590921216,pari___am,155,337,0,0,237,191,49,855.777,4913,346,10,177,4,46
1283347702340825088,Springmonster2,1,1270,0,0.188,2873,2639,49,855.719,39128,608,10,2372,257,234
1283352172965646336,negin42095581,1,1270,0,0.142,1021,879,54,855.712,35097,456,9,846,24,142
1283352731860840450,Zerohours1400,1,162,0,0.384,11020,10967,64,855.764,185891,1620,83,10855,29,53
1283353189312614400,BAHAR9791,10,1966,0,0.082,424,100,59,855.743,18501,2463,4,54,42,324
1283358412840095744,Aydahami,1,1270,0,0.169,1175,1053,53,855.74,161257,18958,9,745,299,122
1283364097095020544,suuoozanam,1,162,0,0,813,273,62,855.732,602362,18145,12,213,48,540
1283366332499726336,yzidmm,1,337,0,0,542,490,51,855.718,18172,774,4,437,49,52
1283368987477319686,AyrianaX,846,2480,0,0,62,42,6,855.503,483,254,0,39,3,20
1283370970552532993,Sedi_Taheri,1,162,0,0.062,268,207,18,855.714,1612,291,44,154,9,61
1283373782711894017,YazdanDorri,193,337,0,0,141,102,53,855.686,8450,1937,19,45,38,39
1283378172906569729,Selenophiilee_,86,1270,0,0,261,196,45,855.431,30402,4984,1,69,126,65
1283389220724170757,Mobiinataherii,1,1270,0,0.073,265,236,37,855.652,21992,1241,1,62,173,29
1283389968975638528,Adrian75189654,1,162,0,0.182,11309,10915,62,855.651,148687,987,11,10523,381,394
1283390083417202689,SoeriRoms,1,162,0,0.191,5121,4952,63,855.658,234633,483,32,4868,52,169
1283395360921198593,FIROOZEH_1360,18,2395,0,0,227,193,49,855.627,1533,4239,6,164,23,34
1283403127706673152,asal_iam,1,1270,0,0.245,680,606,34,855.55,15255,256,1,583,22,74
1283417323832049665,clown_pishi,6,1270,0,0.026,153,27,26,855.577,12390,2622,7,12,8,126
1283419089642442752,MAEDEHEBPOOR,50,162,0,0,530,486,33,855.561,12908,282,4,431,51,44
1283431104834347009,sijjal_landlord,114,1270,0,0.024,410,269,47,855.331,6270,1599,23,75,171,141
1283434921189675008,IvyAllanPoe,1,1270,0,0,37,23,28,855.484,237,230,12,7,4,14
1283440430592524289,lillmeiow,3374,1358,0,0.043,190,40,18,855.522,3922,8736,4,25,11,150
1283443183901384711,padedeh1,10,1966,0,0,2605,2550,61,855.506,11212,4873,8,565,1977,55
1283454192850366464,farzaad_az,1,162,0,0,154,104,18,855.483,15343,811,2,99,3,50
1283455501213343744,im_sawhar22,1,162,0,0,208,183,13,855.378,4158,160,6,176,1,25
1283460736480681986,Mrsbennet0091,1,337,0,0.287,1764,1694,51,855.463,184460,672,12,1661,21,70
1283461929038680064,the1withnonamee,4,1270,0,0.249,5797,5616,56,855.36,118760,1333,53,5294,269,181
1283464071644356608,rebirthofsun,1,1270,0,0.028,417,218,53,855.437,10745,126,19,158,41,199
1283468194347352064,Yasamiiin71111,70,1270,0,0,168,110,16,855.343,6718,1158,3,57,50,58
1283470057495040001,thisishadis,136,162,0,0.023,272,149,48,855.432,5811,600,2,110,37,123
1283485533877010433,Aski_374,18,2395,0,0,110,104,35,855.389,4582,2443,0,95,9,6
1283488142138499073,JessenKhadij,1,162,0,0.13,1315,1138,55,855.218,32254,342,21,1088,29,177
1283488656519573506,Mahsa_ef,1,1270,0,0.121,2318,1976,43,855.286,74836,2537,138,1338,500,342
1283490785313333251,IRlawyer,9,199,0,0.043,164,64,41,854.88,1881,1584,21,23,20,100
1283500704183844865,That__Kaiser,1,337,0,0.198,1366,1316,53,855.353,171545,128,5,1299,12,50
