Id,Label,d20,d13,d12,d11,d10,d9,d8,d7,d6,d5,d4,d3,d2,d1
7552,Pitpitak1,1,337,0,0.016,314,36,62,5887.392,153939,25111,7,23,6,278
742143,BBCWorld,2898,0,0,0,11,0,18,5768.756,13322,38974228,0,0,0,11
764537,AminSabeti,1,337,0,0.04,1392,906,63,5758.664,720416,67485,349,479,78,486
787430,Hamed,1,337,0,0.029,134,62,25,5748.24,185388,30165,46,12,4,72
788524,guardiannews,2899,1,0,0,15,0,22,5747.657,830,3850347,0,0,0,15
790728,bbcpersian,88,337,0,0.042,2949,115,64,5746.677,802831,2107386,10,11,94,2834
1652541,Reuters,2900,2,0,0,50,1,35,5721.399,37878,25655509,0,0,1,49
2097571,cnni,2901,3,0,0,12,0,18,5717.69,3463,14297993,0,0,0,12
2172631,nimania,249,337,0,0.015,406,177,60,5716.666,92389,7338,31,121,25,229
2179651,kheyzaran,27,337,0,0,113,72,46,5716.586,16629,17568,7,46,19,41
2216711,farzaaddd,1,337,0,0.018,488,375,62,5716.254,63191,2100,29,319,27,113
2284181,bita,1,337,0,0.041,615,496,53,5715.592,4794,924,19,470,7,119
3920811,DennisN,1,337,0,0.14,4410,4099,64,5701.525,162398,13288,168,3923,8,311
3951121,azam,9,337,0,0,106,53,42,5701.265,103623,2175,22,22,9,53
4782551,Vahid,1,337,0,0.016,1172,213,63,5695.465,8143183,447197,7,23,183,959
4921131,nima,565,337,0,0,204,182,59,5694.316,176343,226001,26,141,15,22
4970411,AJEnglish,2902,4,0,0,42,17,40,5693.831,27742,8206945,0,5,12,25
5107071,Vidaseven,173,162,0,0.014,309,137,60,5692.735,2335,1744,34,59,44,172
5488652,erfunn,1,337,0,0.087,1703,1562,56,5685.845,30198,3419,390,1041,131,141
5618502,AYAyatollahi,77,337,0,0.059,96,71,50,5682.134,8029,3339,45,18,8,25
5775802,1baabak,173,337,0,0.052,850,703,52,5676.25,16102,291,148,467,88,147
5813232,BBCHamedani,113,337,0,0.058,403,339,60,5674.465,85396,30938,61,274,4,64
6134882,dwnews,2903,5,0,0,69,7,43,5662.681,37964,650458,1,2,4,62
6135642,dw_persian,98,337,0,0.126,2022,572,64,5662.727,463680,1147066,0,0,572,1450
6167132,arashzd,2904,6,0,0,76,57,49,5661.299,44173,46244,10,44,3,19
6168042,darvish100,27,337,0,0.01,74,40,59,5661.243,90412,21713,25,13,2,34
6195222,puyahe,2905,7,0,0,103,62,22,5659.81,481,2053,3,57,2,41
6509832,CNNnews18,2906,8,0,0,28,5,15,5648.306,2500,4737796,0,5,0,23
7214152,Morfi,1,337,0,0.197,1363,1303,58,5617.299,80279,5695,114,1147,42,60
7852122,peiman,1,337,0,0.011,214,15,55,5588.465,17062,5393,8,2,5,199
7998422,iatf_official,1,162,0,0,59,48,11,5581.157,235406,38682,8,37,3,11
8920142,mimnoon,1,337,0,0.007,369,274,63,5541.258,61893,13121,48,217,9,95
10257602,teacherdude,2907,9,0,0,9,9,8,5482.321,666,14052,3,6,0,0
11153652,sunnyba0,213,337,0,0.054,828,677,51,5452.948,50246,1306,49,605,23,151
11744152,yashar,1,337,0,0.008,476,208,63,5433.926,980994,719859,102,102,4,268
11790882,mersen,1,337,0,0.049,422,348,63,5432.829,492899,17021,11,300,37,74
12629792,atakhalighi,2908,10,0,0,11,5,17,5411.909,5054,15674,1,3,1,6
14156314,rezawrecktion,2909,11,0,0.009,132,55,53,5359.888,3329,542,43,5,7,77
14200914,azad_sobhe,9,337,0,0.133,1021,906,59,5352.907,91951,436,75,643,188,115
14260960,JustinTrudeau,2897,12,0,0,5,1,20,5344.989,32303,6357863,1,0,0,4
14293310,TIME,2911,13,0,0,17,0,36,5341.56,15330,19412240,0,0,0,17
14320844,theStoryofArman,173,337,0,0.014,316,138,51,5337.9,34705,5339,30,101,7,178
14354395,orjjorwel,1,337,0,0.052,41,6,58,5334.395,292126,49423,1,1,4,35
14355043,FarhadNouri,2912,14,0,0,37,26,25,5334.089,2299,8037,1,20,5,11
14372104,gchahal,761,15,0,0.249,120,36,40,5332.137,3463,517412,0,16,20,84
14373023,mansour63,2913,16,0,0.009,204,102,55,5332.013,1784,883,30,20,52,102
14490231,farshidmanafi,1,337,0,0,175,155,58,5321.821,219612,30600,13,138,4,20
14496155,kourosh,1,337,0,0,453,411,59,5321.531,39432,27923,5,403,3,42
14499904,missnc,9,337,0,0,488,423,59,5321.361,6443,346,12,389,22,65
14524058,arasava,1,337,0,0.009,469,353,61,5319.849,28376,2937,96,249,8,116
14545668,Kayvan_Hosseini,88,337,0,0,245,163,62,5318.599,73962,42604,36,110,17,82
14600723,qorashi,1,337,0,0.067,1007,930,64,5314.609,239150,13502,64,848,18,77
14654188,RadioZamaneh,15,337,0,0.042,1642,428,64,5310.146,256448,221718,18,201,209,1214
14700316,hrw,2914,17,0,0,31,5,51,5306.624,13416,5060929,0,4,1,26
14735121,MazJobrani,1,337,0,0,66,35,61,5303.493,84006,136821,21,12,2,31
14755862,VahidStar,9,337,0,0.018,216,119,48,5301.893,52322,13501,55,60,4,97
14808514,hamiddm,9,337,0,0.102,1336,1254,60,5297.941,136987,4107,88,1124,42,82
14820509,waltb31,7,541,0,0,81,65,46,5296.66,1728,15205,2,61,2,16
14824449,mohisanisel,1,337,0,0.065,475,422,53,5296.326,34013,4294,45,369,8,53
14851948,Katayoon,9,337,0,0,290,246,38,5294.021,47591,6698,30,207,9,44
14933858,fzerorubigd,133,337,0,0.05,407,334,61,5286.621,46143,8328,56,269,9,73
15057400,amelism,2915,18,0,0,10,2,5,5274.515,21,75,2,0,0,8
15063044,scobie,2916,19,0,0,12,4,37,5274.343,24345,108670,0,4,0,8
15084757,saeedt,9,337,0,0.1,757,701,61,5272.637,12862,1285,149,386,166,56
15174705,Masoud_gh,239,337,0,0,92,55,41,5264.214,1471,844,21,11,23,37
15291242,gillesMioni,2917,20,0,0,62,22,29,5252.289,61,910,0,5,17,40
15297921,Alii_1355,1,162,0,0.027,1398,1275,48,5251.478,72936,2192,31,419,825,123
15303042,panteA,133,337,0,0.073,931,604,62,5251.221,73764,3564,26,564,14,327
15316287,mmahdian,9,337,0,0,84,65,51,5249.837,14461,2603,12,14,39,19
15316428,kavehfromearth,20,337,0,0.051,578,477,59,5249.816,5426,396,91,290,96,101
15331646,ardvisoor,9,337,0,0.093,699,632,53,5247.828,5347,2759,76,549,7,67
15411604,ArashGiani,1,162,0,0.03,813,675,54,5240.942,58956,7849,26,478,171,138
15434946,BaharPhoto,2918,21,0,0,53,28,30,5238.417,110,83,8,2,18,25
15607337,aroozbeh,1,337,0,0.001,138,42,61,5228.056,21456,5365,38,0,4,96
15782990,shahrzaad,9,337,0,0.062,628,574,62,5214.335,52964,4254,43,524,7,54
15790980,mahtaab,9,337,0,0,164,126,50,5213.438,6365,2649,14,65,47,38
15915019,TheBeliefs,24,337,0,0.038,397,305,49,5202.91,31061,763,21,262,22,92
15919127,rezvaneh,1,162,0,0.061,298,200,53,5202.538,2377,2071,51,133,16,98
16192197,UANI,1,337,0,0,86,35,50,5183.325,1152,20466,0,28,7,51
16272598,vaseghi,5,810,0,0.053,702,402,46,5178.297,25030,21267,40,314,48,300
16274802,m_pourmohsen,1,337,0,0,58,49,61,5178.423,88791,34530,35,14,0,9
16320974,mortezart,1,337,0,0.175,2234,1848,58,5175.141,30039,352,53,1665,130,386
16326063,samousavia,27,337,0,0,114,86,53,5174.776,29877,23976,21,12,53,28
16388071,enigma1400,2919,22,0,0.037,122,90,20,5170.965,9142,1294,32,58,0,32
16716834,Ammir,124,337,0,0.034,627,510,62,5149,132695,22880,78,426,6,117
16826511,sigarchi,1,337,0,0.162,690,626,60,5144.535,196987,28914,143,478,5,64
16864971,alirezashirazi,642,337,0,0,160,50,60,5141.78,24232,19277,13,30,7,110
16897109,austingiltus,879,23,0,0,9,9,1,5140.119,0,495,5,4,0,0
16912915,nikahang,1,337,0,0.03,437,361,63,5139.332,59162,128925,54,297,10,76
16935292,democracynow,2920,24,0,0,17,1,27,5138.246,5268,801973,0,1,0,16
16945554,amiralii,173,337,0,0.082,696,563,55,5137.879,30401,3788,20,538,5,133
17004618,NickKristof,2921,25,0,0,28,23,38,5134.393,7187,1975010,9,14,0,5
17093445,frazaam,1,337,0,0.03,733,467,43,5130.289,1073879,18721,66,245,156,266
17104400,hpux,2922,26,0,0,101,92,43,5129.331,12673,924,21,69,2,9
17230082,ScottLucas_EA,2884,27,0,0.001,152,135,47,5123.68,275,11530,133,2,0,17
17411637,IranWar2022,1,337,0,0,614,108,53,5115.27,13201,464,9,68,31,506
17562196,Mahtob_M,9,337,0,0.171,2494,2415,63,5108.37,75380,5854,226,2169,20,79
17631195,Empoy_pwnz,173,2591,0,0.022,242,153,44,5105.335,5869,1572,32,117,4,89
17738399,sallar,1,337,0,0.014,208,145,57,5101.416,40892,12864,54,67,24,63
17839398,KenRoth,2872,28,0,0,16,1,27,5097.531,1815,546879,0,1,0,15
18132002,virtual_class,251,162,0,0.006,715,168,54,5085.783,1728,1260,121,0,47,547
18336608,mollah,5,810,0,0,626,422,63,5077.513,72828,14715,22,378,22,204
18409325,SamRasoulpour,1,162,0,0.02,2104,575,64,5073.566,17137071,221963,61,443,71,1529
18525592,rooziroozegari,9,337,0,0,419,358,46,5068.7,34416,291,12,336,10,61
18650093,pressfreedom,2873,29,0,0,36,13,40,5064.158,1501,249395,1,4,8,23
18657360,madyar,730,337,0,0,90,36,44,5064.019,37559,23403,2,15,19,54
18809354,AviKaner,2874,30,0,0,55,6,45,5060.442,15683,45192,1,5,0,49
19002586,Goftaniha,118,162,0,0.082,1277,1066,63,5055.21,405924,24243,670,358,38,211
19114097,behzadmehrani,1,810,0,0.012,485,173,63,5052.542,78587,16130,8,144,21,312
19248117,TehranBureau,1,337,0,0.004,387,324,55,5049.405,15579,48606,200,120,4,63
19336735,SaraAfshar,113,337,0,0.025,136,135,51,5047.646,598,3229,34,101,0,1
19528179,FariBrad,723,150,0,0,28,19,25,5043.667,54,3455,5,11,3,9
19613267,MEMRIReports,2875,31,0,0,15,1,22,5042.106,733,78928,0,0,1,14
19636350,kayvanabbassi,1,162,0,0.05,221,65,62,5042.013,266999,49805,7,57,1,156
19728500,Murrayit,2876,32,0,0,61,36,33,5040.349,35,32,8,23,5,25
19761241,realbardia,179,1966,0,0.04,671,398,63,5039.798,62697,4146,75,279,44,273
19815240,Stephen_Quentin,34,337,0,0,149,133,56,5038.624,354,3131,11,122,0,16
19897138,IndiaToday,2877,33,0,0,21,0,17,5036.888,647,6216049,0,0,0,21
19901757,Sculptur,2878,34,0,0.009,224,215,52,5036.719,59,1499,186,25,4,9
19919875,kambizhosseini,1,337,0,0.09,516,465,59,5036.451,569796,414280,5,458,2,51
20132309,r33zaa,1,337,0,0.023,196,82,46,5033.8,20580,6245,8,70,4,114
20208431,b9AcE,2879,35,0,0.006,187,185,34,5033.15,2365,7064,2,5,178,2
20212104,bijann,8,337,0,0,146,99,60,5033.106,11219,25761,13,8,78,47
20582089,synoptik,9,337,0,0.053,300,271,51,5027.608,823,426,25,243,3,29
20634939,siaayrom,5,810,0,0.262,5320,5182,64,5027.281,78797,4465,39,5115,28,138
20871376,MahyadT,113,337,0,0,53,46,30,5024.164,345,1588,9,37,0,7
20943090,naqqad,133,337,0,0.019,278,132,56,5023.26,25382,1136,12,105,15,146
21326628,KavehMoussavi,1,162,0,0.029,393,57,62,5019.422,733155,91602,29,8,20,336
21655230,alimalihi,103,337,0,0,50,22,48,5015.617,127526,36748,9,10,3,28
22024691,siavashh,173,337,0,0.036,870,679,62,5012.544,70839,14720,170,471,38,191
22037129,DTCahill,1,337,0,0,59,59,17,5012.421,59,7690,6,49,4,0
22144790,dont_you_cry_,20,337,0,0.048,486,472,32,5011.392,39135,213,51,389,32,14
22434517,HillelNeuer,1,162,0,0.048,92,73,58,5009.144,70005,167841,23,43,7,19
22495731,AlArabiya_Fa,95,199,0,0.021,2551,33,64,5008.559,99237,415160,0,0,33,2518
22623856,myheroSoleimani,18,2395,0,0,406,87,42,5007.644,7516,4934,0,72,15,319
22658593,Nomaadie,1,337,0,0.037,1748,1410,59,5007.397,104462,842,361,995,54,338
22899683,Omid_M,1,337,0,0.01,1131,651,63,5005.834,1873006,100309,1,636,14,480
23212787,BijanSartipi,2880,36,0,0.015,136,94,48,5003.356,333,1220,83,5,6,42
23231946,mobarez_nastooh,33,810,0,0.043,265,66,56,5003.218,19813,11019,6,27,33,199
24213312,mmnaseri,860,57,0,0.046,271,231,43,4997.01,386,305,35,176,20,40
24382468,borzou,2881,37,0,0,55,46,44,4996.567,10355,91099,2,13,31,9
24788195,LoolooBala,1,162,0,0.036,1342,1266,41,4993.797,89392,32904,187,1059,20,76
24911787,69procentJenny,331,337,0,0,85,70,38,4993.501,2781,1612,4,65,1,15
25033880,Ralavi,5,810,0,0.037,1516,984,63,4992.981,75198,7938,177,490,317,532
25047839,RezaEska,159,337,0,0.029,190,44,56,4992.835,5926,2367,4,18,22,146
25049056,France24_en,2882,38,0,0,55,19,33,4992.749,2432,352349,0,6,13,36
25067168,euronews,2883,39,0,0,20,1,23,4992.572,1426,549559,0,1,0,19
25250613,andreasharsono,2871,40,0,0,25,7,16,4991.925,410,63166,1,0,6,18
25548428,elahe4peace,573,337,0,0,77,30,41,4990.442,464,919,3,27,0,47
26060377,ShirinNariman,7,541,0,0.075,286,258,57,4987.419,7442,4479,28,214,16,28
26261418,shayansamii,2885,41,0,0,51,36,37,4986.519,6821,420,23,2,11,15
27049244,a_afshar,2886,42,0,0,83,41,43,4983.46,773,117,26,15,0,42
27486239,mehrgoltiv,1,337,0,0,37,28,24,4981.265,247,966,6,22,0,9
27831488,BBCYaldaHakim,2887,43,0,0,18,5,30,4979.651,9082,210985,0,5,0,13
27955781,Firouz_Naderi,1,162,0,0.019,107,25,60,4979.324,932092,123190,17,1,7,82
28066831,sinavaliollah,1,1270,0,0.042,187,26,63,4978.914,6085994,1052573,3,12,11,161
28071362,SdBrz,2888,44,0,0,42,24,32,4978.843,851,7958,4,20,0,18
28533323,VahidRazavi,2889,45,0,0,46,13,24,4976.794,2326,8509,0,13,0,33
28684404,RadioFarda_,1,337,0,0.096,3228,212,64,4976.237,1758646,1126780,0,0,212,3016
28781782,errfffaan,2890,46,0,0,108,72,13,4975.536,189,199,5,67,0,36
29016548,GEsfandiari,1,162,0,0,180,102,63,4974.511,282571,145492,51,35,16,78
29072705,gobadi,7,541,0,0,21,1,27,4974.304,1323,9852,1,0,0,20
29467660,mdinjt,18,2395,0,0,158,137,50,4972.504,8374,2672,11,125,1,21
29471554,JamshidBarzegar,13,199,0,0.017,176,94,55,4972.557,65688,54674,32,53,9,82
29682025,SaeedParto,180,162,0,0.138,142,120,30,4971.313,2377,650,30,86,4,22
29979814,monaeltahawy,15,337,0,0,91,80,42,4970.647,16198,366803,14,26,40,11
30181014,hdagres,113,337,0,0.016,310,163,64,4969.905,179825,50567,49,93,21,147
30186494,aliereza,1,337,0,0.003,160,38,51,4969.802,123600,10828,28,7,3,122
30216513,BradSherman,2891,47,0,0,7,3,25,4969.474,1818,86944,2,0,1,4
31543624,Mahyarsat,1,162,0,0,161,127,52,4964.142,12103,74,2,83,42,34
32239688,fizahraei,1,337,0,0.073,1026,1024,58,4963.103,11764,173,206,766,52,2
33003247,cherabodanFM,1,162,0,0.067,874,764,46,4961.141,70040,133,86,597,81,110
34209496,manototv,1,162,0,0.009,376,207,63,4957.931,91474,1062780,0,196,11,169
34332516,KavehMadani,1,337,0,0.002,53,16,62,4957.485,659801,184185,8,5,3,37
34361668,mhdiata,9,337,0,0.023,822,398,57,4957.321,434095,7846,126,246,26,424
34608520,jimmyheller,1,337,0,0.062,297,228,49,4956.558,43258,9954,77,131,20,69
34993003,mamadou_gamedev,2892,48,0,0,33,17,30,4955.323,2799,2637,3,9,5,16
35007068,latar,162,337,0,0.031,529,431,59,4955.418,5703,670,157,197,77,98
35019966,mandanainred,565,337,0,0.024,307,130,48,4955.367,276,334,18,106,6,177
35032924,b1e2h3,26,1768,0,0,40,22,30,4955.279,649,476,0,9,13,18
35067843,iranbaan,1,337,0,0,97,61,54,4955.259,27065,55164,6,48,7,36
35169299,asiehnamdar,2893,49,0,0,50,36,36,4954.914,4768,16673,9,27,0,14
35622193,dorikh,624,162,0,0.031,207,157,56,4953.16,3716,668,69,85,3,50
35670539,mmosafer,2894,50,0,0,78,26,35,4953.023,15881,11629,4,18,4,52
35671382,raheazadii,27,337,0,0.03,601,327,62,4953.023,46888,6521,31,281,15,274
35678837,Ed_Hale,7,541,0,0.027,163,161,37,4952.939,706,25570,96,64,1,2
35678871,babakazar,1,337,0,0.096,375,224,64,4952.992,972891,43806,46,20,158,151
35844699,Shadooneh,1,337,0,0,174,120,53,4952.356,11166,651,10,109,1,54
36665372,Dordanehb,10,1966,0,0.012,249,66,53,4949.586,1494,418,15,16,35,183
36824234,MAshrafHaidari,2895,51,0,0,21,16,15,4949.182,192,16604,0,12,4,5
36992738,Rtaghizade,5,810,0,0,26,1,52,4948.387,40240,36484,0,1,0,25
37050268,dr_moosavi,18,2395,0,0,88,23,60,4948.308,155226,112343,1,3,19,65
37196329,iranhr,134,337,0,0.071,248,207,63,4947.65,20735,5875,59,144,4,41
37241514,moein_kh,15,337,0,0.039,376,267,60,4947.48,24411,1473,22,227,18,109
37729540,Erfanmusic,1,162,0,0.032,152,94,62,4945.408,526918,134028,5,84,5,58
37761985,afsixo,29,810,0,0,84,54,42,4945.309,1938,2291,5,46,3,30
37916396,amirsedighi,1,337,0,0.031,573,485,61,4944.671,95755,10176,12,465,8,88
37921169,unrecognizableN,326,337,0,0.043,452,259,56,4944.584,7728,3336,39,205,15,193
38154763,PahlaviReza,5,810,0,0.093,81,40,64,4943.761,2092801,993266,8,16,16,41
38385927,NarimanGharib,1,162,0,0.018,518,299,64,4942.936,626386,123609,35,245,19,219
38506813,NickSotoudeh,1,337,0,0.081,1419,960,64,4942.372,23426,5491,10,948,2,459
38638966,Kelishe,1,337,0,0.013,138,31,49,4941.793,1523,1556,7,15,9,107
38672631,saeedshariati,27,337,0,0,50,15,56,4941.619,36884,19264,3,2,10,35
39905464,Fakhravar,25,199,0,0.005,214,29,64,4936.113,116593,24785,16,7,6,185
40535534,NazaninBoniadi,1,337,0,0.04,326,217,64,4933.362,2127802,380284,136,73,8,109
40754566,JasminRamsey,1,337,0,0.022,103,50,54,4932.256,34072,14426,26,21,3,53
41084386,omid9,94,337,0,0.007,96,62,60,4930.819,128619,330106,39,14,9,34
41150070,ali_nayeri,318,162,0,0,74,48,48,4930.392,77347,17056,14,17,17,26
41789292,NegarMortazavi,2896,52,0,0,116,63,57,4927.768,47624,170948,17,35,11,53
42407972,Joyce_Karam,8,199,0,0,27,15,50,4924.63,82588,158916,0,3,12,12
42563666,imandastpak,50,337,0,0,50,34,49,4923.859,121624,40047,16,17,1,16
42640051,asosaleh,15,199,0,0.052,387,143,63,4923.589,44094,6160,54,78,11,244
42684276,arman22890,38,337,0,0.024,353,282,55,4923.444,37892,1414,10,271,1,71
42905375,arez_andaryari,15,337,0,0.035,144,7,55,4922.566,3482,1569,0,2,5,137
42935219,nakhjavani,2910,53,0,0,57,3,24,4922.464,7954,4120,1,1,1,54
43051330,Sativa888,1,337,0,0.031,568,530,62,4921.997,5128,5369,104,304,122,38
43091238,mnavvabi,60,337,0,0.055,631,194,63,4921.734,198505,4109,64,79,51,437
43313304,ShappiKhorsandi,2950,54,0,0,31,23,31,4920.718,12399,231960,9,14,0,8
43524931,Shobeir76,1,337,0,0.036,1060,938,64,4919.669,19031,421,214,477,247,122
43531323,mahdinasseri,30,337,0,0.027,200,142,23,4919.622,16383,2257,24,115,3,58
43592147,nedads,88,337,0,0,238,173,61,4919.342,128588,15287,36,128,9,65
43687208,Gholam_Prompt,1,337,0,0.02,180,124,60,4918.651,133126,12498,24,96,4,56
43692947,lady_bird30,9,337,0,0.062,1153,1065,62,4918.611,28839,145,56,901,108,88
43701968,mitrabahri,164,337,0,0.016,786,599,63,4918.57,14509,947,90,434,75,187
44064212,MarryellenZ,9,337,0,0.046,770,699,62,4916.99,30115,2771,95,598,6,71
44220735,homosacer0098,1,162,0,0,1455,838,35,4916.291,5654,280,4,803,31,617
44409004,shakira,2951,55,0,0,1,0,30,4914.648,159607,53312883,0,0,0,1
44435296,SiilkRoad,5,162,0,0.101,1441,1408,55,4915.297,67826,2588,25,1085,298,33
44546856,DonSolito,152,162,0,0.009,261,165,51,4915.013,4344,2815,65,88,12,96
44681392,kooshiar,1,337,0,0.007,44,6,55,4914.311,462159,27924,0,1,5,38
45135646,ghanemzadeh,1,337,0,0,746,695,59,4912.589,23067,9772,15,668,12,51
45188226,ranarahimpour,113,337,0,0.006,375,127,59,4912.428,510150,149557,69,43,15,248
45211165,Jamal_Mousavi,88,337,0,0,21,11,26,4912.339,11743,80104,0,11,0,10
45299405,the_hadesss,1,1270,0,0.047,253,87,62,4911.925,231275,18432,7,21,59,166
45324233,SEKoohzad,27,337,0,0,272,232,61,4911.735,4695,3867,16,170,46,40
45646462,BabiMirzaa,1,337,0,0.074,1133,878,63,4910.404,787699,19878,313,496,69,255
46061625,NewshaSaremi,1,337,0,0.017,279,153,63,4908.897,425191,94533,44,99,10,126
46287159,AkkasNabashi,1,162,0,0.009,962,455,62,4908.121,2539400,24833,40,139,276,507
46312984,ghazaleghaffary,1,337,0,0.023,185,40,57,4908.03,3001661,69249,2,15,23,145
46465360,ArashHejazi,1,337,0,0,118,69,60,4907.401,53633,6165,13,28,28,49
46482865,beehnam,1,162,0,0.004,355,12,63,4907.356,1817018,72027,7,0,5,343
46498258,Mitrabi,1,337,0,0.028,1295,1134,63,4907.31,254965,3313,214,839,81,161
46597293,khandai_com,14,1270,0,0.017,370,18,59,4906.943,20167,5708,4,8,6,352
46615229,Golshid72440974,1,162,0,0,6150,6090,58,4906.763,248004,453,92,5648,350,60
46628064,behaak,1,337,0,0,809,726,57,4906.756,80442,8137,8,694,24,83
46765647,Bit_Spirit,1,162,0,0.007,887,339,52,4906.256,58657,5925,176,58,105,548
46766957,smn_thr,9,337,0,0.127,2498,2333,61,4906.262,32108,913,261,1781,291,165
46784687,___TheRealMe_,1,162,0,0.193,4499,4332,55,4906.026,110893,539,49,4002,281,167
46825309,jasadeghi,2952,56,0,0,57,48,33,4905.955,823,53,13,21,14,9
46843897,SharafiMeysam,27,337,0,0,55,30,50,4905.921,69118,35336,8,17,5,25
46860278,__mandyz,9,337,0,0.285,3518,3328,57,4905.708,89559,227,223,3056,49,190
46861145,arefeh00,239,337,0,0.066,815,629,59,4905.801,16028,279,60,444,125,186
46864529,S_o_m_e_1_likeu,621,337,0,0,308,263,13,4905.352,21924,539,16,246,1,45
46874524,schezeh,860,57,0,0.017,165,153,54,4905.704,273,528,66,59,28,12
46875443,rohamaher,1,162,0,0,611,591,60,4905.703,23692,307,15,535,41,20
46918765,Hmalekiann,1,337,0,0.024,1493,615,49,4905.086,200548,3660,43,436,136,878
46919036,memarsadeghi,665,810,0,0.03,180,129,57,4905.512,4912,14172,25,104,0,51
46920264,Minti1111,9,337,0,0.034,658,398,61,4905.504,72571,5354,146,226,26,260
46976753,MariaSarsalari,1,337,0,0.021,422,361,63,4905.28,12286,3810,97,249,15,61
46992520,hoomanp,1,162,0,0.01,395,380,42,4904.565,2359,116,148,138,94,15
47072664,BanooyeGham,2953,58,0,0.012,191,54,53,4904.727,1967,544,13,20,21,137
47107118,CyrusShares,1,337,0,0.044,272,266,59,4904.575,696,4258,136,106,24,6
47124528,mehrza,15,337,0,0.112,1177,981,62,4904.513,958,2237,10,867,104,196
47133511,dahri9,171,337,0,0.035,251,118,52,4904.408,22260,3968,53,40,25,133
47156708,ksadjadpour,1,337,0,0.22,31,11,52,4904.324,428482,89786,0,10,1,20
47207183,shahinsayadi,1,162,0,0.006,195,109,60,4904.219,19732,4729,33,74,2,86
47215171,aliostad,1,337,0,0.03,350,318,62,4904.182,5447,16732,45,205,68,32
47272168,Behrad3d,9,337,0,0.041,417,361,52,4903.958,53383,2433,94,248,19,56
47308861,Mjarahi,1,337,0,0.118,880,813,50,4903.373,38020,42,49,753,11,67
47310633,thisjackis,18,2395,0,0,184,172,58,4903.747,11600,2959,22,102,48,12
47327361,salehameri,28,1270,0,0.03,504,321,37,4902.843,7381,3282,12,125,184,183
47337539,Abanzadeh,9,337,0,0.002,290,173,60,4903.638,5662,696,12,159,2,117
47363383,akhbar_rooz,15,337,0,0,340,2,62,4903.561,2696,2986,0,0,2,338
47378028,KoroshErfani,127,388,0,0,21,0,29,4903.465,227,718,0,0,0,21
47379354,leahmcelrath,2954,59,0,0,39,35,25,4903.511,15240,140458,8,17,10,4
47397749,Maysidi,1,162,0,0,669,653,40,4902.929,72843,2091,1,651,1,16
47421258,Golshifteh,1,337,0,0.007,45,10,59,4903.39,1911898,923943,1,8,1,35
47448563,VOAfarsi,1,337,0,0.077,4077,313,64,4903.323,2609388,1661372,6,1,306,3764
47496920,iran88,1,337,0,0.038,248,241,54,4903.074,156,4630,106,135,0,7
47546320,EllieAzadi,7,541,0,0.244,827,712,63,4903.011,3338,8763,4,699,9,115
47554484,aidaghajar,1,337,0,0.043,511,470,64,4902.975,23685,59892,36,434,0,41
47555726,nami_83,1,337,0,0.26,6525,6220,59,4902.916,138511,454,139,5785,296,305
47587488,zi6295,2955,60,0,0.028,297,142,46,4902.802,37508,3219,41,31,70,155
47590394,lami007,5,810,0,0.177,956,913,64,4902.794,1677,848,366,533,14,43
47616559,SNazarova,1,337,0,0,115,54,26,4902.667,27274,18159,18,22,14,61
47626080,ziglu5,5,810,0,0.132,3453,1687,35,4901.751,61841,1455,26,1451,210,1766
47628235,manimostofi,2956,61,0,0,22,15,18,4902.634,668,1703,7,8,0,7
47633843,hadighaemi,1,337,0,0,85,54,55,4902.611,15136,5100,17,24,13,31
47635420,ICHRI,1,337,0,0.025,811,182,64,4902.614,355989,44226,71,97,14,629
47642994,RFI_Fa,1,337,0,0.036,480,46,64,4902.593,17443,215522,0,2,44,434
47651421,PouriaBastani,5,810,0,0.468,2459,2455,53,4902.567,1889,608,1361,1090,4,4
47652118,not_so_babak,1,337,0,0,117,62,50,4902.565,1427,932,8,38,16,55
47700443,needazar,1,162,0,0,108,94,42,4902.392,432,11540,0,9,85,14
47705769,Najibnaik,1,199,0,0,56,19,58,4902.43,61933,53502,5,9,5,37
47722134,LisaDaftari,1,810,0,0.009,128,21,56,4902.386,45312,62419,3,18,0,107
47737851,haniph_a,1,162,0,0.16,276,221,60,4902.355,69012,1855,23,78,120,55
47746339,neginsh,1,337,0,0.077,253,211,59,4902.285,206175,110070,66,105,40,42
47759926,Vakil_e_Roaya,38,337,0,0.031,833,770,60,4902.235,2602,4611,385,367,18,63
47884375,parisa22,1,162,0,0.184,5008,4925,64,4901.921,105386,1842,187,4659,79,83
47891723,besmaili,1,162,0,0.003,269,62,58,4901.857,446729,18123,16,41,5,207
47900067,SamadAgha5791,77,337,0,0.03,199,109,40,4901.639,13024,7870,46,36,27,90
47916779,jiyargol,15,337,0,0.035,449,202,61,4901.766,273812,28633,37,161,4,247
47920130,pharzan,1,162,0,0.024,271,219,43,4901.765,717,992,38,178,3,52
47920498,mshiidd,2957,62,0,0.028,203,189,51,4901.752,1636,666,32,154,3,14
47927277,No_censure_,60,337,0,0.016,275,221,60,4901.744,3173,1118,51,85,85,54
47945812,LaVita_M92,5,810,0,0.011,235,151,59,4901.689,2300,843,63,28,60,84
47959755,Afsheenn,1,810,0,0.035,620,291,64,4901.652,449175,18844,31,244,16,329
48015757,hsn_kch,1,162,0,0.078,1487,1366,61,4901.522,93813,708,67,1246,53,121
